"ID","Y"
1,0.552104001003439
2,0.471469449207164
3,0.454334090674133
4,0.318700715265037
5,0.428259891120958
6,0.593354820252091
7,0.607184136375927
8,0.555308753526034
9,0.337689707105143
10,0.301213226145982
11,0.509612223235595
12,0.453187621787833
13,0.170011904177263
14,0.539377322581179
15,0.289607012944003
16,0.291148099025719
17,0.526467977210162
18,0.375085095645823
19,0.34582305323003
20,0.360096440435669
21,0.33845983896288
22,0.28211522753403
23,0.486739340313889
24,0.528781565470644
25,0.522081834310678
26,0.473375782271216
27,0.452375888396301
28,0.42604086706888
29,0.212573707831691
30,0.286354839141933
31,0.305193796039714
32,0.304438741202614
33,0.455749373519843
34,0.375852404326524
35,0.519844843895432
36,0.18791845919305
37,0.279157771119323
38,0.237670793265757
39,0.295078587398624
40,0.281136599952081
41,0.414178867310925
42,0.297345436563853
43,0.190674901452366
44,0.258804630665867
45,0.588364714767475
46,0.359209589332797
47,0.308502599499391
48,0.345979849129278
49,0.511133354321151
50,0.352321449601105
51,0.294599583965091
52,0.613449534247405
53,0.567226054006791
54,0.316700407095008
55,0.254160970156414
56,0.380058664399109
57,0.266732184230331
58,0.457132120195618
59,0.381107026017652
60,0.381669429126731
61,0.286613655741011
62,0.547252622270365
63,0.324371220855699
64,0.383352651185502
65,0.382197645120919
66,0.367951256020087
67,0.319552059540606
68,0.292559083023442
69,0.462262926610104
70,0.279267350691101
71,0.377717335820867
72,0.23238642855011
73,0.371786789512698
74,0.434496805033922
75,0.305621018141065
76,0.517895635995955
77,0.464935240836546
78,0.479827364667535
79,0.330277755664671
80,0.341815880917379
81,0.286840707226999
82,0.652510398671951
83,0.336117646924354
84,0.304342262341254
85,0.442014169701202
86,0.302825594765047
87,0.333759791408861
88,0.359190763002874
89,0.418761473821253
90,0.354300901126732
91,0.284205061761967
92,0.617891402776572
93,0.260249870934445
94,0.211319633903474
95,0.333586588485418
96,0.252537778200961
97,0.435016353303427
98,0.299133385958767
99,0.64862298548609
100,0.265922752333541
101,0.499247839690756
102,0.401645700701218
103,0.295917116654549
104,0.393272071296808
105,0.602496376161038
106,0.348306090805968
107,0.363544139704555
108,0.649109053071857
109,0.286862763408674
110,0.552286355451548
111,0.280562539730148
112,0.650939835521698
113,0.253948590279208
114,0.4845544131954
115,0.347760922261483
116,0.403981674740146
117,0.603755283746399
118,0.26387298701035
119,0.21481534885032
120,0.402228357284676
121,0.415615128759793
122,0.280446665779848
123,0.353449748552233
124,0.629519653250671
125,0.295759961531533
126,0.330202911412495
127,0.380584119365848
128,0.219726489816299
129,0.548660015240087
130,0.509205982922954
131,0.278146887458965
132,0.312491940392492
133,0.320825874821367
134,0.527069660538098
135,0.298378405737428
136,0.532964897029265
137,0.315609743790471
138,0.408221388182114
139,0.235953378103667
140,0.403532814778021
141,0.442622923030075
142,0.526093754630871
143,0.373785091768377
144,0.372820422113399
145,0.326770424203876
146,0.427275630696718
147,0.384383651255945
148,0.545472364743822
149,0.37357243274653
150,0.441312210337791
151,0.509366292798133
152,0.460137769826309
153,0.356324735895552
154,0.285184571509152
155,0.216846368503027
156,0.557931506093571
157,0.184845773207925
158,0.512530011966928
159,0.433743346685887
160,0.358265264164033
161,0.351873388117386
162,0.409045386983969
163,0.492805993996332
164,0.435139365693154
165,0.183136406089342
166,0.308413994199735
167,0.463003723655403
168,0.444789100306673
169,0.475936445947118
170,0.261698277165302
171,0.218763504632328
172,0.340131419204666
173,0.171238696899113
174,0.308403714132538
175,0.409097336074695
176,0.383608329956335
177,0.442263522657812
178,0.222869043344014
179,0.193499393372568
180,0.400638996600372
181,0.230669729244912
182,0.359166597337757
183,0.462726833694025
184,0.510337655307735
185,0.431292487559685
186,0.317416719822351
187,0.314481329756709
188,0.393341272287048
189,0.593182850949297
190,0.125858244101618
191,0.531505355570642
192,0.748328714045739
193,0.502460560686097
194,0.445515481039274
195,0.261608599599049
196,0.384936202015989
197,0.465633197548663
198,0.141343603437261
199,0.230317346322952
200,0.371373656324445
201,0.352534617107977
202,0.43614210838003
203,0.196348294845475
204,0.283582335858705
205,0.423831177302886
206,0.36017811181608
207,0.298445876389457
208,0.276790341394501
209,0.350824858523088
210,0.450973050952229
211,0.38340396030341
212,0.399763500354228
213,0.420269910117684
214,0.463696526516574
215,0.417035591744411
216,0.269751133760618
217,0.54713379701423
218,0.329988100238088
219,0.587818701949506
220,0.414053755513721
221,0.436222669328877
222,0.319658992974691
223,0.312643656848034
224,0.392105237677259
225,0.26679421933268
226,0.366391799368981
227,0.330418875733006
228,0.575583819735522
229,0.311478896246935
230,0.161565125788997
231,0.305510309173139
232,0.35077122647031
233,0.360484270044066
234,0.397348259493841
235,0.361200889247221
236,0.222396887582043
237,0.468128663874714
238,0.338728765012918
239,0.238908447815652
240,0.395485787138207
241,0.320553916243235
242,0.284215507769034
243,0.416857229633583
244,0.299015516980053
245,0.331700486989378
246,0.437504406597904
247,0.564686699951033
248,0.290101499093044
249,0.304666064434954
250,0.380325168388584
251,0.481143662156571
252,0.356251393320354
253,0.12907218781979
254,0.328219278750582
255,0.274190132285693
256,0.459523784858932
257,0.326586824641816
258,0.370472345798241
259,0.305550634922541
260,0.202811078733748
261,0.358368398689278
262,0.378382347188306
263,0.294382294885645
264,0.415298864635541
265,0.326549212078599
266,0.471443828691695
267,0.380291767912102
268,0.299004962444166
269,0.352834690133697
270,0.513418294886463
271,0.74994101380649
272,0.211288248781872
273,0.473243362405835
274,0.270607563517647
275,0.317818129893066
276,0.340123829617337
277,0.254398611305156
278,0.292532676355486
279,0.314801656929887
280,0.219652271438937
281,0.503568355572342
282,0.447103066268114
283,0.373256990987148
284,0.232688948397171
285,0.457830837302728
286,0.374142263865233
287,0.168199456706396
288,0.173954011433351
289,0.314095075390167
290,0.345285899946298
291,0.35061610534178
292,0.556189811972922
293,0.15402412643556
294,0.402488034778071
295,0.256577398911599
296,0.433028858960301
297,0.464335880750344
298,0.358122526357516
299,0.347787013675951
300,0.514073638937634
301,0.27543715124165
302,0.287832259933337
303,0.455959596271055
304,0.443943554465704
305,0.470587566176663
306,0.408472276324737
307,0.169592642226187
308,0.316800975625555
309,0.287584971513688
310,0.560721910851873
311,0.467798754440809
312,0.284536133626195
313,0.470304349808864
314,0.482789489012893
315,0.546609441584148
316,0.374951296788757
317,0.375674965528608
318,0.246194287096003
319,0.25768763072931
320,0.540733785226816
321,0.445461056978204
322,0.626216877539558
323,0.499269295548168
324,0.390029390672504
325,0.477634588178079
326,0.533498511248579
327,0.460968999914773
328,0.27247029512517
329,0.44779251847637
330,0.386311105519211
331,0.409700923339668
332,0.446896080222309
333,0.455321466102363
334,0.27320436947648
335,0.370608712241551
336,0.453966960860224
337,0.297399065868301
338,0.404334530651033
339,0.470673867775125
340,0.277160267782676
341,0.338106939639755
342,0.470394664953525
343,0.565895031367903
344,0.372606724578844
345,0.297772500163964
346,0.217710791935397
347,0.280599409549364
348,0.193888941553368
349,0.286975191404659
350,0.256622030103862
351,0.437413370089574
352,0.400267380035918
353,0.231336373645086
354,0.5120420020676
355,0.444006812106543
356,0.392421729907832
357,0.217554490704718
358,0.391357153950255
359,0.322823636249691
360,0.41321295871042
361,0.239689959232224
362,0.405914101544203
363,0.329517466619989
364,0.208407088092331
365,0.467243522137873
366,0.620662150103154
367,0.389102628296805
368,0.250710204949643
369,0.404089159099217
370,0.444870738605953
371,0.258855880050031
372,0.451639419466982
373,0.43278653554772
374,0.224912761089844
375,0.534991359960174
376,0.493354205448702
377,0.286219055009384
378,0.350384698098469
379,0.406173427815619
380,0.21062358786444
381,0.40701340617592
382,0.378275204365325
383,0.641041034687018
384,0.559934199217825
385,0.396607969377152
386,0.442419847020284
387,0.308048399679075
388,0.424262907693208
389,0.269504646241944
390,0.311894523623667
391,0.30215362116839
392,0.409718953570832
393,0.486007747621199
394,0.324654806589303
395,0.244204041942228
396,0.331932618009786
397,0.269163307744085
398,0.277723492651013
399,0.563567876655698
400,0.498924256083996
401,0.324329971808
402,0.496384665523237
403,0.329254454455858
404,0.42627616660193
405,0.323691251139587
406,0.34153248423502
407,0.542976312643755
408,0.424157269310718
409,0.350558423993093
410,0.226258011623233
411,0.517970003649196
412,0.327164070498638
413,0.38964142936548
414,0.443879986671453
415,0.313718684205154
416,0.637888329488133
417,0.419027657741646
418,0.32124126783385
419,0.43057098336494
420,0.487043699020868
421,0.230528834688383
422,0.18481702300668
423,0.241311313820305
424,0.537718061065008
425,0.361802656867116
426,0.423969985415181
427,0.380101394324224
428,0.26353207436448
429,0.475371503518544
430,0.2484456968103
431,0.283486546174669
432,0.461878167256979
433,0.355175792460229
434,0.362973726993834
435,0.522596254240683
436,0.498592020891081
437,0.470592886362111
438,0.516951090369612
439,0.371036929148612
440,0.222684496722409
441,0.395161056748711
442,0.365120569244842
443,0.435692762721383
444,0.458046979829717
445,0.476668717317715
446,0.650705408200733
447,0.372334041484237
448,0.222347821476387
449,0.386400389511697
450,0.319159105020194
451,0.218406311721941
452,0.344311870783206
453,0.346276170467806
454,0.48850476269991
455,0.568500500057364
456,0.350285565346244
457,0.296640262482325
458,0.589427148661268
459,0.403659428931407
460,0.518265722318451
461,0.406938845269284
462,0.346888243000508
463,0.50100239397275
464,0.317798426574727
465,0.369041539903782
466,0.272022807570504
467,0.3704683225519
468,0.413800321740709
469,0.388878882288855
470,0.53126605576165
471,0.431331898080254
472,0.312358023730759
473,0.293546412912493
474,0.444867954463069
475,0.351057728476812
476,0.338617686835786
477,0.584807598025204
478,0.466739302227451
479,0.310081956775275
480,0.268873321162476
481,0.340215614253117
482,0.277745817906463
483,0.238591986696156
484,0.185529900305265
485,0.362619937057368
486,0.2389247354653
487,0.413621543328947
488,0.300765183189803
489,0.355165366882327
490,0.402331585121806
491,0.335563799462341
492,0.357770671006412
493,0.411660652648
494,0.375630513040213
495,0.209810618828942
496,0.247017909363239
497,0.357016531336866
498,0.479004686860349
499,0.283164848933471
500,0.305307281632737
501,0.348823899460899
502,0.549241376355547
503,0.414732627415017
504,0.304743904959208
505,0.396865285725115
506,0.264000113254849
507,0.238542754631524
508,0.340883013761737
509,0.199271099844529
510,0.310808019238813
511,0.38966860146567
512,0.308675952989502
513,0.331837366462852
514,0.204006142814114
515,0.37454223258224
516,0.394082008481147
517,0.583039191840981
518,0.458569911647063
519,0.421187957688553
